hs_class,text
negative,Semakin lama semakin terdedah luka dan cacat aku'
positive,Lagi pada ngeles om Anies Sandi
positive,"Allah SWT tak paham toleransi harus DIBUANG Ingin Belajar Toleransi & Keindonesiaan, Gabung SabangMerauke 2016"
negative,"Jangan sedih kalau pas makan siang lihat ""sendok saja ada pasangannya, garpu"". Taplak tidak ada pasangannya kok, sama dia aja.'"
positive,Boleh banget. Rezim ini memang anti-islam dan anti-ulama. Ini buktinya. URL
positive,cupu kamu bawa bawa squad'
positive,"Setuju... Usir saja keturunan arab, india, cina termasuk kamu zul. URL"
positive,Jadi sebenarnya dokumen hasil TPF Munir itu tidak hilang. Yg hilang adalah nyali politik Jokowi. Kenapa? Apa karena kasus ini terjadi di era Mega?
negative,Ayas kunyuk.'
negative,Bawaslu menyatakan PKPI lolos memenuhi syarat mengikuti Pilkada 2019. #Liputan6SCTV
negative,"2. Presiden yakin, Indonesia akan menjadi negara yang semakin besar, kokoh, dan kuat, apabila ulama dan umara-nya selalu beriringan se a menjaga tali silaturahmi #JokowiAjakUlamaSejukkanPilkada"
negative,Aku enggak dicepatkan lo akhirnya jijik sendiri. WOI IYAA IKUTAN TAHAN NAPAS AKU PAS KEJAR KEJARAN'
negative,"Esdegan negaranya ada kedutaan besar israel dan menjalin hubung diplomatik, jokowi tidak menjalin hubung diplomat.. nEsdegan antek yahudi?'"
negative,Salut atas keikhlasan bersedekah menghabiskan dana miliar untuk
negative,"Kunjungan Anies ke Turki Tuai Pujian Ribuan Warganet, Katanya Ini Gubernur apa Presiden? Selengkapnya "
positive,Kaya kamu terkutuk'
positive,Anda hebat bisa mengukur kadar keimanan seseorang. Tp kadarmu tak kamu lihat.. Apakah anda tergolong orang yang sudah picek mata hatinya'
negative,Orang gila tanpa gangguan mental adalah orang yang paling logis n(?)'
positive,Biasa sih somad sebenarnya ingin minum kopi di strabuck..tp tidak bisa..mad somad iya minum kopi yuuuk....trus entar gue tampari cocot kamu biar tambah monyong...'
negative,yang mau ganti presiden? Calon tidak
negative,deklarasi pilihan kepala daerah 2018 aman dan anti hoaks warga panggreh jabon
positive,"Dari 2 tahun lalu teriak-teriak ""jokowi diktator"" tapi sampai sekarang yang teriak kayak begitu tetap bisa hidup nyaman. Ironis menurut gue."
negative,"Sinting sih, bukan cuma pesepakbola, tapi juga jualan bahan kimia! URL"
negative,Soal Ujian Sekolah SD Pendidikan Agama Islam (PAI)
negative,Anjirr Di fuck sama Kontol Kuda.. URL
negative,islam nusantara hanya sebagai taming komunis dan syiah liberal untuk menghancurkan islam di indonesia.'
positive,Pks juga antek komunis itu
negative,"Patung Tugu Rato Nago Besanding. lokasi di Disimpang Tiga Kampung Kagungan Ratu, Kecamatan Tulang Bawang Udik, Lampung #TebakGambarIM3Ooredoo '"
negative,"Angkat Tangan! Jgn Bergerak! ,*, Ciyus? , Cumpah? , Miapa? #lucu'"
negative,Apa yang dilakukan o rezim pemerintah sekarang memang perlu mendapat apresiasi. Di sisi lain ada beberapa pekerjaan rumah yang perlu di selesaikan. Semoga di periode ke 2 bisa di tingkatkan. Pak Dhe harus berani kamu membenahi PR
negative,"â??Saya mengajak agar para ulama mendinginkan situasi, menyejukkan situasi,â?? ungkap Presiden Jokowi "
negative,"Saya bukan ahli ekonomi, tapi pernah denger, kalau cetak banyak uang malah membuat inflasi, dan rupiah harga cetaknya sesuai nominalnya, kok bisa admin berkata spe i itu. Mohon koreksi kalau salah"
negative,"ngakak,ngatain diri sendiri noob wkwk. eh by the way kamu out dari ena bang?'"
negative,"Kali ini saya angkat jempol sama , bukan pada soal isi pernyataannya melainkan pada tindakannya yang bisa jadi aksi ""test the water"". Dengan begini ketahuan mana pembela agama sejati dan mana yang abal-abal. Yang mendukung pernyataan "
positive,"mau marah tetapi kok kasihan sama yang sudah kerja keras tanpa bacot. tetapi kalau didiemin, yang kerja keras banyak bacot malah tambah bau mulutnya.'"
negative,Oh ya lupa... terima kasih banyak Pak sejak Bpk jadi presiden barulah jalan negara di tempat kami terjamah aspal mulus.... Pos Lintas Batas tidak malu-maluin lgi. Serasa sudah berada di surga pak.
negative,(cont.) mendekati Phoebe dengan tatapan entah lah. Keanu tidak merasa terintimidasi. Hanya saja terlalu tidak ramah untuk orang asing yang baru be emu. Sementara Ilya yang berada di gendongan nya pun ia hadapan kan ke depan. Tangan mungil nya
positive,suruh sih munawar itu mimik kencing onta nmunawar yang munafik'
negative,Bisa...tapi harus siap diejek kafir komunis antek asing dsb...'
positive,Ngrebut saham? Utang lagi...utang lagi...tukang tipu. Duit pinjaman terus dipakai untuk pencitraan. Soplak benar rezim ini'
positive,"Oh scamming. Ya urus lah bego, orang kamu butuh'"
negative,"Orang yang sering te awa belum tentu gila, dan orang yang tidak pernah te awa belum tentu waras.'"
negative,"tangkap dan bunuh saja itu bajingan...prcma kalau mengharap sama ""penegak hukum""'"
negative,eh bang perek baru keliatan '
positive,"Iya. Game yang diangkat film yang bagus apa cb? Assassin's Creed kacrut jg. Resident Evil mungkin oke."""
negative,Tak pasal keluar perkataan babi bila baca last twit URL
positive,Dan saya yakin anis menang di gurun pasir banyak onta nya'
negative,jancuk'
positive,Si dongok sudah menumpang makan sama rakyat kerjanya cuma bisa nyinyir....'
negative,"IYA SIH TAPI SAMPE EMAK KU BILANG KETAWA NYA KAYAK KUNTI ""))('"
positive,"Yang patut ditunggu oleh kita semua nBani Hoa ulai membangun Ahok sepe i Nelson Mandela nPe anyaan memalukannya selanjutnya adalah, apakah Ahok ditahan di LP sepe i mandela? nMandela itu pahlawan, sementara ahok itu pemimpin yang suka marah marah di"
positive,"basmi dulu punya lu, malah memperhatikan orang lain sih onta )'"
positive,GANYANG PKI itu Kewajiban dalam Menjaga NKRI dan Pancasila URL
negative,Keren amat wa eg pakai taplak mejanya'
positive,"memang dipikirnya ada agama asli indonesia ?, Islam impor, kristen impor, hindu impor, buddha impor, yahudi impor, bahkan komunisme pun impor, yang tidak impor itu aliran animisme dan dinamisme, mau dipelihara lagi aliran jahiliyah itu a ?'"
negative,Anjir memikirnya mengocok ya ('
negative,"SMA ku dulu negeri (dan termasuk yang favorit), jadi favorit buat yang minoritas karena tidak jadi minoritas di sana. 50 50 yang muslim &amp kristen/katolik. Di kelasku malah masing masing sepe iga. Ga tahu sekarang masih gitu/ga.'"
negative,seni budaya
positive,"yang jelas karena bukan orang orangnya Ahok atau P Jokowi, dianggap bukan menghina islam tetapi cuma kepleset lidah saja, itulah kalau bela bela agama cuma diniatkan menghajar lawan politik... agama kok jadi alat transaksipolitik, memal"
negative,KUDA KEKNYA BUKAN ONTA WKWKWKWK'
positive,Dasar jadi cina kok goblok mau saja bayarkan kucing gembrot model gtuan'
negative,"Seandainya hari ini kita membiarkan penyakit berkudis ini be apak, maka sedikit demi sedikit ia akan menjadi barah yang tidak mampu diubati, kata PU Amin n#utusanmalaysia #utusanonline URL"
negative,"Halo kebetulan skripsiku dulu tentang transgender jg. Coba saja kamu cari tentang website suara kita untuk lgbt jaka a. Kalau km ke yogya, km bisa coba ke LSM kebaya. Good luck!'"
negative,"Dah kamu tanya aku jawab lah haha sudah itu kamu ingat aku bisu? Tau orang bisu roman macam mana??!! Tapi aku rasa banyak guna tangan lah, nak apa tunjuk je macam beli kuih raya '"
positive,"even dia ustaz, berserban berjubah putih, tapi kalau drive macam celaka, dia tetap tergolong dalam golongan babi ya anak anak.'"
negative,"#Serba #Mendadak Mendapat peci, Mendadak dekat ulama, Mendadak singgah Pesantren, Mendadak mirip Sahabah Nabi, Kitab Suci Fiksi, Mendadak Bela Islam #Baper Salah Tempat 411, 212, kemana aje? ð???"
positive,Media Oposisi Sebaiknya Jokowi Mundur Itu Lebih Negarawan URL
positive,"Siapppp...sbtlnye tidak menunggu 2019, lebih cepat lebih baik jokowi kita lengserkan...sblm negeri ini kacau balau"
negative,"Contohnya, kalau kita lihat, bayi yang baru lahir, ada yang cacat, ada yang dilahirkan dalam keadaan empurna macam bayi lain, adakah itu tanda Allah zalim pada hambanya? Tidak, Allah tahu apa yang kita au. Sabarlah dengan ujian Allah'"
negative,"Gw nih aslinya geblek kalau suruh kasih saran sama kritik, asli sudah nSo far baguss, cukup bikin penasaran. Tapi gue merasa kayak cepat banget gitu, mungkin kamu harus sedikit menambah narasi kali ya'"
negative,"Duh kok kesannya insensitive begitu ya sis gede rasa gede rasa bom tempo hari asosiasi cadar makin negatif, eh sekarang ketambahan ini "
positive,"Ini pasti pekerjaan bani tlembuk yang stres akibat jagonya nyungsep di jabar, jateng, dan jatim.'"
negative,"Sinergitas Dalam Penangulangi Terorisme, BNPT Datangi Polda Bali Dalam rangka menyukseskan Pilkada serentak 2018 dan tahapan Pemilu 2019 di wilayah Provinsi Bali, Badan Nasional Penanggulangan Terorisme (BNPT) datangi..."
negative,MEN MENSIP KALIAN UHUWWW GA KERASA MW BROJOL IYA SEMOGA LANGGENG!! JGN TENGKAR2 KAYA BOM BOM CAR!! SEMOGA MENJADI PANUTAN Q YG BAIQ. DAH GUBYA MWAAAA '
negative,"Di wayang golek semar dan keluarga mereka selalu di hina oleh dorna dan orang yang tidak suka terhadap mereka, tapi semar dan keluarga selalu memaafkan perbuatan mereka sebelum mereka meminta maaf langsung.'"
positive,#MataNajwaDebatJaka a sih Cina Babi ahok belum banget. Sok pintar banget lagi. Asal bukan Ahok
negative,Susu kontol manis = susu kental manis '
positive,cebong norak memang'
positive,Memahami hadis jangan sepotong sepotong nanti mulutnya bau pesing . Pelajari awal mula kenapa itu ada hadis Air Kencing Onta '
negative,Ups.... sudah 2 gentot tetapi kontol aku ini kakak masih ngaceng lagi y....'
negative,Abis kerja pukul 11 sampai sekarang tk balik rumah nasib bujang kalau sudah kawin mampus bini aku sangsi kata aku tidak rumah bini no 2 haha'
negative,Aku benci dengan rasa cemburu. Dia seringkali secara bajingan mengoyak-ngoyak isi hati yang tadinya sedang baik-baik s '
negative,biar edan lil '
positive,"Malam bloon, sama saja kamu juga salah wkwk'"
negative,Kecewa tapi bisu..'
negative,"Pas ditegur lebih dahulu baru deh ngeh, itupun matanya harus pakai di sipit sipit dulu buat menerka menerka siapa ya ini yang negur wkwk'"
positive,TAE UCINK SIAPA YG SIRIK nEmang mau mengganggu kalian ( nDiem kamu coeg'
negative,rajin salat &amp berhijab itu hukumnya wajib. nkita tak tau kenapa dia jadi lesbi mungkin dia punya alasan tersendiri yang bikin dia kayak begitu dan orang lain tidak bisa paham. perasaan tetap perasaan. jadi yang bisa memandang dia cuma Allah bukan
negative,Solo - Sby.... 10 jam??? Katrok bin udik soalnya lebih parah dari 25 Thn yll....'
positive,Hancurkan PDIP...bese a antek 2nya....kumpulan kafirun munafikun....'
positive,"Mana para babi ahok yang mengejek onta, biar di injak injak sama onta"
negative,Presiden Joko Widodo resmi mencabut 14 proyek dari daftar Proyek Strategis Nasional (PSN). Ini alasannyaâ?¦â?¦â?¦â?¦
negative,
positive,Ini orang mengatasnamakan muslim tetapi picik nya kok surat pemberitahuan tahunan Yahudi.'
positive,anda lebih TOLOL'
negative,Ngewe di pantai kayaknya enak bro #gayvid #gaylokal #ngentot '
negative,Menjelang Pilkada Anggota Polsek Tegalrejo Polres Magelang sambang/DDS pada Tokoh Agama se aâ?¦
negative,anjir ini mati listrik sepulau namanya euy'
negative,Budaya Sunda Bikin Mahasiswa Asing Jatuh Cinta
negative,"pada akhirnya sih orang pintar yang jadi gila ini mati, matinya kapan ?? dia mati bersamaan dengan ""langkah akhir"" yang ketua '"
positive,Rakyat lebih paham hoaks nya golongan kampret..... Rakyat paham kerja pemerintah. Dasar sampah lu...'
negative,berisik ini jablay nya jos'
positive,Mending kamu memberitakan menteri joko atau jokowi nya yang mundur karena gagal hadirkan pemerintah yang berkualitas minimal ber IQ
negative,Emangnya sebelum tahun 1988 wilayah palestina itu kosong apa..? Palestina itu sebelumnya adalah salah satu propinsi kekhalifahan turki ustmani. Turki hancur karena persekongkolan yahudi yang mendukung pemberontakan kemal attaturk. Secara di
negative,"untuk gubernur DKI yang terhormat saya kasih saran tolong buat TPA sampah jangan perbanyak apa emen,rumah Palagi mal"
positive,BRENGSEK BOYFRIEND SEKALI AKU GA KUAT'
negative,"Awalnya pasti pikir tidak kok enggak, cuma sekadar bacaan saja kan nTapi sadar enggak sadar sih kita disadarkan buat menerima lgbt dari bacaan fan fiction itu, setelah itu kita mudah mengimajinasikan bias dengan other bias b .. yahhhh begitu deh pokoknya"
positive,Cuma di rezim ini semua halal gara gara duit. nRasa malu pejabat pada putus kayak nya. nKadang sudah terciduk blunder malah menabrak hukum yang dibuat sendiri. Parah nih rezim.'
negative,Kenapa tidak pakai rempel taplak meja prasmanan aja? Biar jadi seksi konsumsi.'
positive,memang kapan Tuhan pernah ikut pilihan gubernur sama lari ke arab ya cong?? nelo sudah bencong otak idiot pula ....hina banget hidup kamu ya cong'
negative,"DPRDnya akan sibuk terima suap lagi dari para kandidat dan pa ai politik pendukung, bukankah dulu kita pilihan kepala daerah langsung untuk menghapus ini? "
negative,Gpp lah gue juga lagi masa masanya noob ini jadi tidak apa apa .g'
negative,Padahal shua cuma saudara jauhnya kunti lah oppa.. '
negative,"bocah SMP jaman now,, colok memek sampai becek n#bahancoli #memek #colmek #colokmemek #jembut #memekbecek URL"
negative,edan yang retweet 800 D '
positive,Ganyang PKI..!! Peramg terbuka generasi PKI dengan umat islam..!!
positive,"kader ada yang fitnah jokowi sebagai antek komunis contoh , Jd tau siapa yang mainkan isu PKI"
positive,Apaan sih bego? Namanya juga internet. Hadeh goblog.'
positive,"jangan kasih kendor....kalau bisa bubarkan sekalian itu ormas, eh itu pemimpinya benaran umrah apa jadi tenaga kerja indonesia sih......'"
negative,"Cinta itu kuncinya di hati,, nJika kamu benar benar mencintai, hormati dan sayangi,, nBa atau sedikit cacat yang di miliki pasangan, sebisa mungkin di tutupi,, nBe engkar itu biasa, tetapi jangan dijadikan api dalam sekam. Selalu bersyukur atas apa yang di terima.. x9"
positive,Ikr sudah tau picek pun masih selpi. '
negative,kamu kata titit-tititnya lagi tamasya.. tai ah '
negative,"Mantap!!!!kemajuan yang luar binasa,,, nSalam cebong mania'"
negative,Pets khususnya kucing dan anjing ini memang longstream niche. Dari dulu sampai kapanpun. Salah satu pendapatan affiliate amazon terbesar adalah dari niche kucing dan anjing jualan pakan dan asesoris.'
positive,Eh ngentot enggak usah ngegas!'
positive,Ruhut Prabowo Kebelet Mau 'Nyapres' Jadi Asal Komentar URL
positive,kereta bandara itu tai banget tidak sih GANGGU JADWAL krl'
positive,Koruptor selalu di lindungi komisi pemberantasan korupsi selalu mau di bubarkan... Mau di bawa kemana negara ini... Pemerintah nya banyak koruptor
negative,Berita baru (Gubernur Banten Eksplorasi Panasbumi Batu Kuwung Jalan Terus) telah diterbitkan di PABUMNews -
negative,"baiklah, anak putri langit yang bisu karena langit biru milik robot penyair'"
negative,"Dlu jaman aku kuliah, ada menu dari ampas tahu, tidak enak. Di magelang dimasak apa mz?'"
positive,Cebong dongok nOtak jongkok'
negative,"Dari zaman dahulu, orang orang munafik selalu bekerja sama dengan orang orang kafir untuk meruntuhkan Islam. Sekarang pun demikian..'"
negative,"Penggusuran paksa adalah pelanggaran berat HAM, terutama dari hak ekonomi-sosial-budaya, dimana di situ ada hak atas hunian layak. Lalu apa hubungannya dengan kasus Pak Novel Baswedan? #HamHunianLayak"
negative,"kalau di transformer biasanya mobil berubah jadi robot, kalau ujian nasional berbasis komputer biasanya orang pintar berubah jadi haji bolot.'"
positive,Saya kiraan ada orang yang bisa spi ke bulan naik Onta. nSetau saya USA &amp Yahudi kebanyakan pakai Otak bukan pakai Onta... '
positive,"anjing kamu komen apa kamu mention cebong budug, takut kamu anjing '"
negative,Hrs diwaspadai atas nama ham tetapi berujung k
negative,Bangad kebaca bangsad'
positive,"Oh paham nItu cewek bercadar ingat cerita ini kali yak.. nSaya kasih tau.. Ini cerita cuma memberi minum anjing, bukan memelihara anjing.. Elu paham kgak?? Dasar banci , aslinya cowok menyamar jadi cewek bercadar. URL"
negative,"Status ""kafir"" kan relatif, tergantung ditinjau dari sudut yang mana... Santai saja'"
negative,"Desa, atau udik, menurut definisi ""universal"", adalah sebuah aglomerasi permukiman di area perdesaan (rural). Di Indonesia,'"
negative,"Takut salah fokus kayak yang terjadi sekarang.. nKata.y 10 Rbu Lapangan kerja, ternyata buat Aseng.. '"
negative,Wah kiraan mau diajari sama kamu. Kayanua kamu juga tak tau budaya palembang. Yaudah aku cari dulu !! ^)
positive,"Giliran butuh, sok ngebaik-baikin. Giliran tidak butuh, diem-diem ngejelekin. setan -_-'"
negative,"Gw tidak mau kasih info sama awardee beasiswa aseng, tar dibocorkan di aussie'"
positive,UNDUR UNDUR FC adalah culun mengakui nya tim hebat tapi lawan PERSIB saja meminta di undur haha FUCK JOKODRI!'
positive,"Semarang kaline butek,, nSing disayang matanya picek'"
positive,Ada Foto Asma Dewi dan Anies-Sandi Ruhut Sudah Terang Benderang URL Ibu ini yang teriak-teriak bunuh ahok
positive,"Harus masuk dlu, nikmati penjara. nAnak alay, modar sudah loe.'"
positive,"Wadaauuuw Woii kalem woii,sabar sabar menunggu setahun maning.. Gegara sih sipit keparat yang kebal hukum,emosi rakyat jadi tak trkendali..jejangan ini bagian dari strategi mrk.'"
negative,"Daripada suapan terakhir makanan selezat apapun atau diejek gendut, aku lebih tidak bisa memaafkanmu kalau kamu menghina sahabatku !!!!! (Chouji Akimichi)'"
negative,"presiden threshold 20 % adalah penzaliman demokrasi... npembatasan calon bukan pada threshold 20 %.. tapi pembatasan pada layak setidaknya seorang mencalonkan diri ada pada integritas calon, kemampuan ketatanegaraan, bukan antek asing dan aseng, dst.... x"
